Task;pddlHasTypes;pddlMarksTotalNumActions;pddlMaxNegationsPerEffect;pddlMaxParamsPerPredicate;pddlMaxPredicatesPerEffect;pddlMaxPredicatesPerPrecondition;pddlMeanNegationsPerEffect;pddlMeanParamsPerPredicate;pddlMeanPredicatesPerEffect;pddlMeanPredicatesPerPrecondition;pddlMinNegationsPerEffect;pddlMinParamsPerPredicate;pddlMinPredicatesPerEffect;pddlMinPredicatesPerPrecondition;pddlNumActions;pddlNumConstants;pddlNumConstantsAndObjects;pddlNumEqualityInitialConditions;pddlNumFunctionAssignmentsInInitialConditions;pddlNumGoals;pddlNumInitialConditions;pddlNumObjects;pddlNumPredicates;pddlNumTypes;pddlRatioActionsWithNegativeEffectsOverActions;pddlRequiresADL;pddlRequiresActionCosts;pddlRequiresConditionalEffects;pddlRequiresConstraints;pddlRequiresContinuousEffects;pddlRequiresDerivedPredicates;pddlRequiresDisjunctivePreconditions;pddlRequiresDomainAxioms;pddlRequiresDurationInequalities;pddlRequiresDurativeActions;pddlRequiresEquality;pddlRequiresExistentialPreconditions;pddlRequiresFluents;pddlRequiresNegation;pddlRequiresNegativePreconditions;pddlRequiresNumericFluents;pddlRequiresObjectFluents;pddlRequiresPreferences;pddlRequiresQuantifiedPreconditions;pddlRequiresSafetyConstraints;pddlRequiresStrips;pddlRequiresTimedInitialLiterals;pddlRequiresTyping;pddlRequiresUniversalPreconditions
childsnack-strips:0-p09.pddl;1;6;3;2;5;5;1.66666666667;1.23076923077;2.83333333333;3.33333333333;1;1;2;1;6;1;46;46;0;10;68;45;13;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
childsnack-strips:0-p15.pddl;1;6;3;2;5;5;1.66666666667;1.23076923077;2.83333333333;3.33333333333;1;1;2;1;6;1;27;27;0;5;36;26;13;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
childsnack-strips:0-p16.pddl;1;6;3;2;5;5;1.66666666667;1.23076923077;2.83333333333;3.33333333333;1;1;2;1;6;1;31;31;0;6;41;30;13;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
childsnack-strips:0-p17.pddl;1;6;3;2;5;5;1.66666666667;1.23076923077;2.83333333333;3.33333333333;1;1;2;1;6;1;35;35;0;7;48;34;13;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
childsnack-strips:0-p18.pddl;1;6;3;2;5;5;1.66666666667;1.23076923077;2.83333333333;3.33333333333;1;1;2;1;6;1;39;39;0;8;55;38;13;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
childsnack-strips:0-p19.pddl;1;6;3;2;5;5;1.66666666667;1.23076923077;2.83333333333;3.33333333333;1;1;2;1;6;1;43;43;0;9;62;42;13;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
childsnack-strips:0-p20.pddl;1;6;3;2;5;5;1.66666666667;1.23076923077;2.83333333333;3.33333333333;1;1;2;1;6;1;47;47;0;10;69;46;13;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
childsnack-strips:0-p26.pddl;1;6;3;2;5;5;1.66666666667;1.23076923077;2.83333333333;3.33333333333;1;1;2;1;6;1;47;47;0;8;57;46;13;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
childsnack-strips:0-p27.pddl;1;6;3;2;5;5;1.66666666667;1.23076923077;2.83333333333;3.33333333333;1;1;2;1;6;1;52;52;0;9;63;51;13;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
childsnack-strips:1-p01.pddl;1;6;3;2;5;5;1.66666666667;1.23076923077;2.83333333333;3.33333333333;1;1;2;1;6;1;28;28;0;5;37;27;13;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
childsnack-strips:1-p02.pddl;1;6;3;2;5;5;1.66666666667;1.23076923077;2.83333333333;3.33333333333;1;1;2;1;6;1;32;32;0;6;42;31;13;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
childsnack-strips:1-p03.pddl;1;6;3;2;5;5;1.66666666667;1.23076923077;2.83333333333;3.33333333333;1;1;2;1;6;1;36;36;0;7;49;35;13;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
childsnack-strips:1-p04.pddl;1;6;3;2;5;5;1.66666666667;1.23076923077;2.83333333333;3.33333333333;1;1;2;1;6;1;44;44;0;9;63;43;13;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
childsnack-strips:1-p05.pddl;1;6;3;2;5;5;1.66666666667;1.23076923077;2.83333333333;3.33333333333;1;1;2;1;6;1;48;48;0;10;70;47;13;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
childsnack-strips:2-child-snack_pfile01-2.pddl;1;6;3;2;5;5;1.66666666667;1.23076923077;2.83333333333;3.33333333333;1;1;2;1;6;1;32;32;0;6;38;31;13;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
childsnack-strips:2-child-snack_pfile01.pddl;1;6;3;2;5;5;1.66666666667;1.23076923077;2.83333333333;3.33333333333;1;1;2;1;6;1;32;32;0;6;38;31;13;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
childsnack-strips:2-child-snack_pfile02-2.pddl;1;6;3;2;5;5;1.66666666667;1.23076923077;2.83333333333;3.33333333333;1;1;2;1;6;1;37;37;0;7;44;36;13;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
childsnack-strips:2-child-snack_pfile02.pddl;1;6;3;2;5;5;1.66666666667;1.23076923077;2.83333333333;3.33333333333;1;1;2;1;6;1;37;37;0;7;44;36;13;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
childsnack-strips:2-child-snack_pfile03-2.pddl;1;6;3;2;5;5;1.66666666667;1.23076923077;2.83333333333;3.33333333333;1;1;2;1;6;1;41;41;0;8;51;40;13;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
childsnack-strips:2-child-snack_pfile03.pddl;1;6;3;2;5;5;1.66666666667;1.23076923077;2.83333333333;3.33333333333;1;1;2;1;6;1;41;41;0;8;51;40;13;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
childsnack-strips:2-child-snack_pfile04-2.pddl;1;6;3;2;5;5;1.66666666667;1.23076923077;2.83333333333;3.33333333333;1;1;2;1;6;1;46;46;0;9;57;45;13;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
childsnack-strips:2-child-snack_pfile04.pddl;1;6;3;2;5;5;1.66666666667;1.23076923077;2.83333333333;3.33333333333;1;1;2;1;6;1;46;46;0;9;57;45;13;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:0-p2-3-4-3-1.pddl;1;7;3;3;4;4;1.28571428571;1.9;2.85714285714;2.71428571429;0;1;2;1;7;0;17;17;1;4;35;17;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:0-p3-3-2-2-1.pddl;1;7;3;3;4;4;1.28571428571;1.9;2.85714285714;2.71428571429;0;1;2;1;7;0;18;18;1;2;53;18;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:0-p3-3-3-3-2.pddl;1;7;3;3;4;4;1.28571428571;1.9;2.85714285714;2.71428571429;0;1;2;1;7;0;20;20;1;3;55;20;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:1-p3-4-2-0-1.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;20;20;1;4;55;20;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:1-p3-5-2-0-2.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;21;21;1;5;56;21;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p001.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;18;18;1;2;53;18;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p004.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;21;21;1;2;56;21;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p005.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;19;19;1;3;54;19;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p006.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;20;20;1;3;55;20;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p007.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;21;21;1;3;56;21;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p017.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;21;21;1;2;74;21;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p018.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;22;22;1;2;75;22;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p020.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;24;24;1;2;77;24;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p021.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;22;22;1;3;75;22;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p034.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;25;25;1;2;96;25;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p035.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;26;26;1;2;97;26;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p036.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;27;27;1;2;98;27;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p056.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;26;26;1;3;78;26;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p145.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;18;18;1;2;53;18;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p146.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;19;19;1;2;54;19;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p150.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;20;20;1;3;54;20;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p161.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;21;21;1;2;73;21;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p162.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;22;22;1;2;75;22;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p163.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;23;23;1;2;76;23;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p164.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;24;24;1;2;77;24;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p168.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;25;25;1;3;78;25;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p178.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;25;25;1;2;95;25;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p193.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;22;22;1;2;73;22;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p194.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;23;23;1;2;75;23;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p195.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;24;24;1;2;75;24;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:0-p01.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;50;50;97;2;108;50;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:0-p02.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;55;55;102;1;101;55;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:0-p03.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;60;60;128;4;132;60;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:0-p04.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;65;65;140;1;139;65;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:0-p05.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;70;70;152;4;143;70;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:0-p07.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;81;81;186;1;171;81;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:0-p08.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;86;86;198;2;177;86;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:0-p17.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;68;68;146;1;138;68;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:0-p18.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;73;73;151;3;133;73;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:0-p19.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;77;77;167;2;147;77;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:0-p20.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;82;82;186;4;171;82;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:0-p21.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;86;86;195;3;174;86;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:0-p22.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;91;91;207;2;181;91;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:0-p23.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;95;95;216;2;183;95;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:0-p25.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;104;104;237;1;194;104;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:1-p01.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;88;88;489;2;187;88;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:2-p01.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;35;35;52;1;92;35;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:2-p02.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;37;37;62;1;110;37;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:2-p03.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;39;39;58;2;98;39;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:2-p04.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;51;51;98;3;125;51;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
