Task;pddlHasTypes;pddlMarksTotalNumActions;pddlMaxNegationsPerEffect;pddlMaxParamsPerPredicate;pddlMaxPredicatesPerEffect;pddlMaxPredicatesPerPrecondition;pddlMeanNegationsPerEffect;pddlMeanParamsPerPredicate;pddlMeanPredicatesPerEffect;pddlMeanPredicatesPerPrecondition;pddlMinNegationsPerEffect;pddlMinParamsPerPredicate;pddlMinPredicatesPerEffect;pddlMinPredicatesPerPrecondition;pddlNumActions;pddlNumConstants;pddlNumConstantsAndObjects;pddlNumEqualityInitialConditions;pddlNumFunctionAssignmentsInInitialConditions;pddlNumGoals;pddlNumInitialConditions;pddlNumObjects;pddlNumPredicates;pddlNumTypes;pddlRatioActionsWithNegativeEffectsOverActions;pddlRequiresADL;pddlRequiresActionCosts;pddlRequiresConditionalEffects;pddlRequiresConstraints;pddlRequiresContinuousEffects;pddlRequiresDerivedPredicates;pddlRequiresDisjunctivePreconditions;pddlRequiresDomainAxioms;pddlRequiresDurationInequalities;pddlRequiresDurativeActions;pddlRequiresEquality;pddlRequiresExistentialPreconditions;pddlRequiresFluents;pddlRequiresNegation;pddlRequiresNegativePreconditions;pddlRequiresNumericFluents;pddlRequiresObjectFluents;pddlRequiresPreferences;pddlRequiresQuantifiedPreconditions;pddlRequiresSafetyConstraints;pddlRequiresStrips;pddlRequiresTimedInitialLiterals;pddlRequiresTyping;pddlRequiresUniversalPreconditions
citycar-adl:2-p287.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;41;41;1;5;175;41;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
citycar-adl:2-p288.pddl;1;7;3;3;4;5;1.28571428571;1.9;2.85714285714;3.42857142857;0;1;2;1;7;0;42;42;1;5;176;42;10;4;0.714285714286;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:1-p06.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;133;133;765;10;247;133;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:1-p08.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;148;148;849;5;265;148;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:1-p10.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;166;166;947;14;282;166;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:1-p12.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;184;184;1045;10;302;184;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:1-p13.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;193;193;1094;11;316;193;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:1-p14.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;202;202;1143;15;323;202;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:1-p15.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;211;211;1192;17;329;211;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:1-p16.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;220;220;1241;15;343;220;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:1-p17.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;227;227;1283;10;355;227;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:1-p19.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;244;244;1374;16;368;244;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:1-p20.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;253;253;1423;12;383;253;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:1-p21.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;262;262;1472;20;386;262;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:1-p22.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;175;175;891;11;301;175;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:1-p24.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;192;192;975;11;319;192;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:1-p26.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;209;209;1059;14;330;209;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:1-p27.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;217;217;1101;12;341;217;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:1-p28.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;226;226;1143;14;350;226;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:1-p29.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;234;234;1185;16;363;234;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:3-p04.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;90;90;209;15;190;90;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:3-p06.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;166;166;481;16;266;166;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:3-p07.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;153;153;413;17;257;153;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:3-p08.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;188;188;537;17;293;188;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:3-p09.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;132;132;297;15;243;132;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:3-p10.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;189;189;509;19;298;189;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:3-p13.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;82;82;436;7;196;82;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:3-p15.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;104;104;534;11;221;104;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:3-p16.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;124;124;646;13;240;124;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:3-p17.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;97;97;429;12;219;97;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:3-p18.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;154;154;800;11;280;154;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
data-network-strips:3-p20.pddl;1;5;2;4;3;9;1.0;2.33333333333;2.6;6.0;0;2;1;2;5;0;162;162;800;16;287;162;9;4;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
depots-strips:0-p09.pddl;1;5;4;2;6;5;2.0;1.66666666667;4.0;3.4;1;1;2;1;5;0;34;34;0;11;56;34;6;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
depots-strips:0-p10.pddl;1;5;4;2;6;5;2.0;1.66666666667;4.0;3.4;1;1;2;1;5;0;36;36;0;12;60;36;6;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
depots-strips:0-p11.pddl;1;5;4;2;6;5;2.0;1.66666666667;4.0;3.4;1;1;2;1;5;0;38;38;0;12;64;38;6;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
depots-strips:0-p12.pddl;1;5;4;2;6;5;2.0;1.66666666667;4.0;3.4;1;1;2;1;5;0;41;41;0;13;70;41;6;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
depots-strips:0-p21.pddl;1;5;4;2;6;5;2.0;1.66666666667;4.0;3.4;1;1;2;1;5;0;34;34;0;11;54;34;6;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
depots-strips:0-p26.pddl;1;5;4;2;6;5;2.0;1.66666666667;4.0;3.4;1;1;2;1;5;0;28;28;0;8;44;28;6;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
depots-strips:0-p29.pddl;1;5;4;2;6;5;2.0;1.66666666667;4.0;3.4;1;1;2;1;5;0;33;33;0;12;54;33;6;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
depots-strips:0-p30.pddl;1;5;4;2;6;5;2.0;1.66666666667;4.0;3.4;1;1;2;1;5;0;35;35;0;12;58;35;6;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
depots-strips:1-p05.pddl;1;5;4;2;6;5;2.0;1.66666666667;4.0;3.4;1;1;2;1;5;0;97;97;0;6;134;97;6;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
depots-strips:1-p06.pddl;1;5;4;2;6;5;2.0;1.66666666667;4.0;3.4;1;1;2;1;5;0;114;114;0;9;158;114;6;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
depots-strips:1-p07.pddl;1;5;4;2;6;5;2.0;1.66666666667;4.0;3.4;1;1;2;1;5;0;127;127;0;9;176;127;6;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
depots-strips:1-p08.pddl;1;5;4;2;6;5;2.0;1.66666666667;4.0;3.4;1;1;2;1;5;0;143;143;0;10;198;143;6;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
depots-strips:1-p09.pddl;1;5;4;2;6;5;2.0;1.66666666667;4.0;3.4;1;1;2;1;5;0;157;157;0;12;218;157;6;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
depots-strips:1-p10.pddl;1;5;4;2;6;5;2.0;1.66666666667;4.0;3.4;1;1;2;1;5;0;173;173;0;12;240;173;6;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
depots-strips:1-p11.pddl;1;5;4;2;6;5;2.0;1.66666666667;4.0;3.4;1;1;2;1;5;0;190;190;0;15;264;190;6;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
depots-strips:1-p12.pddl;1;5;4;2;6;5;2.0;1.66666666667;4.0;3.4;1;1;2;1;5;0;203;203;0;14;282;203;6;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
depots-strips:1-p13.pddl;1;5;4;2;6;5;2.0;1.66666666667;4.0;3.4;1;1;2;1;5;0;219;219;0;16;304;219;6;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
depots-strips:1-p14.pddl;1;5;4;2;6;5;2.0;1.66666666667;4.0;3.4;1;1;2;1;5;0;233;233;0;20;324;233;6;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
depots-strips:1-p15.pddl;1;5;4;2;6;5;2.0;1.66666666667;4.0;3.4;1;1;2;1;5;0;249;249;0;18;346;249;6;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
depots-strips:1-p16.pddl;1;5;4;2;6;5;2.0;1.66666666667;4.0;3.4;1;1;2;1;5;0;262;262;0;18;364;262;6;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
depots-strips:1-p17.pddl;1;5;4;2;6;5;2.0;1.66666666667;4.0;3.4;1;1;2;1;5;0;279;279;0;24;388;279;6;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
depots-strips:2-p06.pddl;0;5;4;2;6;9;2.0;1.26666666667;4.0;7.2;1;1;2;4;5;0;26;26;0;11;88;26;15;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
depots-strips:2-p09.pddl;0;5;4;2;6;9;2.0;1.26666666667;4.0;7.2;1;1;2;4;5;0;29;29;0;13;100;29;15;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
depots-strips:2-p12.pddl;0;5;4;2;6;9;2.0;1.26666666667;4.0;7.2;1;1;2;4;5;0;35;35;0;11;112;35;15;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
depots-strips:2-p14.pddl;0;5;4;2;6;9;2.0;1.26666666667;4.0;7.2;1;1;2;4;5;0;34;34;0;7;108;34;15;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
depots-strips:2-p15.pddl;0;5;4;2;6;9;2.0;1.26666666667;4.0;7.2;1;1;2;4;5;0;39;39;0;15;128;39;15;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
depots-strips:2-p18.pddl;0;5;4;2;6;9;2.0;1.26666666667;4.0;7.2;1;1;2;4;5;0;39;39;0;13;128;39;15;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
depots-strips:2-p19.pddl;0;5;4;2;6;9;2.0;1.26666666667;4.0;7.2;1;1;2;4;5;0;38;38;0;7;112;38;15;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
depots-strips:2-p20.pddl;0;5;4;2;6;9;2.0;1.26666666667;4.0;7.2;1;1;2;4;5;0;45;45;0;14;140;45;15;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
depots-strips:2-p22.pddl;0;5;4;2;6;9;2.0;1.26666666667;4.0;7.2;1;1;2;4;5;0;73;73;0;18;229;73;15;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
driverlog-strips:0-p19.pddl;1;6;2;2;3;3;1.16666666667;1.83333333333;2.33333333333;2.33333333333;1;1;2;2;6;0;101;101;0;23;417;101;6;5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
driverlog-strips:0-p21.pddl;1;6;2;2;3;3;1.16666666667;1.83333333333;2.33333333333;2.33333333333;1;1;2;2;6;0;37;37;0;14;114;37;6;5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
driverlog-strips:1-p01.pddl;1;6;2;2;3;3;1.16666666667;1.83333333333;2.33333333333;2.33333333333;1;1;2;2;6;0;48;48;0;18;156;48;6;5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
driverlog-strips:1-p02.pddl;1;6;2;2;3;3;1.16666666667;1.83333333333;2.33333333333;2.33333333333;1;1;2;2;6;0;61;61;0;22;196;61;6;5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
driverlog-strips:1-p03.pddl;1;6;2;2;3;3;1.16666666667;1.83333333333;2.33333333333;2.33333333333;1;1;2;2;6;0;81;81;0;25;276;81;6;5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
driverlog-strips:1-p04.pddl;1;6;2;2;3;3;1.16666666667;1.83333333333;2.33333333333;2.33333333333;1;1;2;2;6;0;102;102;0;28;384;102;6;5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
driverlog-strips:1-p05.pddl;1;6;2;2;3;3;1.16666666667;1.83333333333;2.33333333333;2.33333333333;1;1;2;2;6;0;111;111;0;32;405;111;6;5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
driverlog-strips:1-p06.pddl;1;6;2;2;3;3;1.16666666667;1.83333333333;2.33333333333;2.33333333333;1;1;2;2;6;0;130;130;0;37;491;130;6;5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
driverlog-strips:1-p07.pddl;1;6;2;2;3;3;1.16666666667;1.83333333333;2.33333333333;2.33333333333;1;1;2;2;6;0;149;149;0;42;569;149;6;5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
driverlog-strips:1-p08.pddl;1;6;2;2;3;3;1.16666666667;1.83333333333;2.33333333333;2.33333333333;1;1;2;2;6;0;166;166;0;45;626;166;6;5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
driverlog-strips:1-p09.pddl;1;6;2;2;3;3;1.16666666667;1.83333333333;2.33333333333;2.33333333333;1;1;2;2;6;0;179;179;0;47;686;179;6;5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
driverlog-strips:1-p10.pddl;1;6;2;2;3;3;1.16666666667;1.83333333333;2.33333333333;2.33333333333;1;1;2;2;6;0;203;203;0;53;796;203;6;5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
driverlog-strips:1-p11.pddl;1;6;2;2;3;3;1.16666666667;1.83333333333;2.33333333333;2.33333333333;1;1;2;2;6;0;218;218;0;57;850;218;6;5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
